0,0,0,72.17719077103101,-105.3660498349851,519.319
1,0,1,81.19850462678384,-105.36605666517427,521.38
2,0,2,89.78270686622338,74.63461770232072,522.797
3,0,3,80.766754708969,74.63396883434957,523.502
4,0,4,71.75387613684113,74.6339620041604,523.514
5,0,5,62.744262395136516,74.6339620041604,522.93
6,0,6,53.73802959707106,74.6339620041604,521.917
7,0,7,44.73526995019856,74.6339620041604,520.686
8,0,8,35.73601419037028,74.63395517397123,519.476
9,0,9,26.74027939305913,74.63395517397123,518.52
10,0,10,17.748016039393644,74.63395517397123,518.026
11,0,11,8.759152412387534,74.63395517397123,518.15
12,0,12,-0.22646404663761707,74.63395517397123,518.98
13,0,13,-9.209032213580533,74.63395517397123,520.525
14,0,14,-18.188817665406052,74.63395517397123,522.713
15,0,15,-27.166209989701127,74.63395517397123,525.395
16,0,16,-36.14164546479899,74.63395517397123,528.36
17,0,17,-45.11564318507657,74.63395517397123,531.35
18,0,18,-54.088845188315844,74.63395517397123,534.088
19,0,19,-63.061914002866295,74.63394834378207,536.304
20,0,20,-72.0355872891583,74.63394834378207,537.758
21,0,21,-81.01059929252763,74.63394151359289,538.269
22,0,22,-89.98772182435049,74.62226189011217,537.728
23,0,23,-81.03234661484494,-105.3660293444176,536.116
24,0,24,-72.04896079955319,-105.36603617460676,533.504
25,0,25,-63.06158615378614,-105.36603617460676,530.049
26,0,26,-54.06975822468024,-105.36604300479593,525.983
27,0,27,-45.07327552165498,-105.36604300479593,521.59
28,0,28,-36.07195704469735,-105.36604300479593,517.185
29,0,29,-27.065877925888223,-105.36604300479593,513.082
30,0,30,-18.05525160863916,-105.36604300479593,509.568
31,0,31,-9.040447776938986,-105.36604300479593,506.879
32,0,32,-0.021963225330696428,-105.36604300479593,505.175
33,0,33,8.999595561739493,-105.36604300479593,504.534
34,0,34,18.02351854975528,-105.36604300479593,504.94
35,0,35,27.049130302043352,-105.36604300479593,506.287
36,0,36,36.07566242232208,-105.36604300479593,508.396
37,0,37,45.102392618086746,-105.36604300479593,511.027
38,0,38,54.12862762513658,-105.3660498349851,513.907
39,0,39,63.15375272644629,-105.3660498349851,516.757
40,1,0,76.68814139704173,-96.36605299963188,520.423
41,1,1,85.70823947912231,-96.36607349019938,522.175
42,1,2,85.27435854228642,83.63398616027031,523.239
43,1,3,76.25992268702778,83.6339656697028,523.59
44,1,4,67.24865603954403,83.6339656697028,523.288
45,1,5,58.24071569418608,83.63395883951364,522.465
46,1,6,49.23621093398064,83.63395883951364,521.314
47,1,7,40.23520323063024,83.63395883951364,520.063
48,1,8,31.237713074702405,83.63395883951364,518.952
49,1,9,22.24371656053503,83.63395883951364,518.204
50,1,10,13.253170145672158,83.63395883951364,518.003
51,1,11,4.265948752274612,83.63395883951364,518.474
52,1,12,-4.7181064215558095,83.63395883951364,519.665
53,1,13,-13.69924297017652,83.63395883951364,521.546
54,1,14,-22.67778874266768,83.63395883951364,524.004
55,1,15,-31.65413946311433,83.63395200932446,526.858
56,1,16,-40.62879288155223,83.63395200932446,529.869
57,1,17,-49.60230224330415,83.63395200932446,532.768
58,1,18,-58.575353982381685,83.63395200932446,535.277
59,1,19,-67.54863111770182,83.63395200932446,537.139
60,1,20,-76.52287130969493,83.6339451791353,538.14
61,1,21,-85.4988531999264,83.63392468856779,538.133
62,1,22,-85.52270422050809,-96.36601201849685,537.053
63,1,23,-76.5411215751572,-96.36603250906437,534.927
64,1,24,-67.5558096465195,-96.36603933925353,531.869
65,1,25,-58.566235679839714,-96.36603933925353,528.075
66,1,26,-49.57212988264562,-96.36603933925353,523.808
67,1,27,-40.57321904737042,-96.36603933925353,519.37
68,1,28,-31.569503174014116,-96.36603933925353,515.077
69,1,29,-22.56111374371823,-96.36603933925353,511.235
70,1,30,-13.548344454617075,-96.36603933925353,508.108
