0,1.4371550247211873,8.286363382182154,9.723518406903342
1,1.3659449761459175,8.676700182487005,10.042645158632922
2,1.197892662071726,9.372651952133031,10.570544614204758
3,1.209090152281798,7.321961817632034,8.531051969913833
4,1.3216229314984367,6.4092835657623475,7.730906497260785
5,1.3757497915643078,5.809508162456118,7.185257954020425
6,1.4989564303621834,7.954768685594206,9.45372511595639
7,1.4826376956029768,7.947957914002843,9.43059560960582
8,1.465485912763148,8.059845186032844,9.525331098795991
9,1.3912364615972508,8.347701512255684,9.738937973852934
10,1.3002607749983666,8.377248863624615,9.677509638622983
11,1.0524702789045535,9.204389663940692,10.256859942845246
12,1.1429967139511594,6.839853958372073,7.982850672323233
13,1.2474283735271077,6.294456136102615,7.541884509629723
14,1.3107664956110927,5.872276684365722,7.183043179976814
15,1.4819703220468325,7.9623452412180855,9.444315563264919
16,1.4687188592758316,8.04754345998756,9.516262319263392
17,1.4414762164579997,8.248456547163315,9.689932763621314
18,1.3485969606505714,8.250262129355358,9.598859090005929
19,1.2404071394575433,7.87136283553161,9.111769974989153
20,1.1139325264611626,7.024562757586551,8.138495284047714
21,1.1354875673266376,6.38662045369788,7.5221080210245175
22,1.4806111873483785,7.974949568008814,9.455560755357192
23,1.4703087763109493,8.024578503633073,9.494887279944022
24,1.450590339434126,8.19265078984754,9.643241129281666
25,1.407152949372648,8.263891358014256,9.671044307386904
26,1.3428937822554288,8.081359143580025,9.424252925835454
27,1.2222695818900449,7.093220238628858,8.315489820518902
28,1.0994754549428682,7.372977952951448,8.472453407894317
29,1.152163434008877,6.141438316766725,7.293601750775602
30,1.4733549692039767,8.009524853420967,9.482879822624943
31,1.4640333968219086,8.072322808266765,9.536356205088675
32,1.4463826413456276,8.215584837475523,9.66196747882115
33,1.4010387449052661,8.249271829514464,9.65031057441973
34,1.3157288449842146,7.7743704460718455,9.09009929105606
35,1.20690002373578,6.816948856371325,8.023848880107105
36,1.4695436662027166,8.01813642874046,9.487680094943176
37,1.4585370755017957,8.122451337301191,9.580988412802988
38,1.4282979271721308,8.214867593842074,9.643165521014204
39,1.3799225043559449,8.089280859117135,9.46920336347308
40,1.4373907103147623,8.153229974129912,9.590620684444675
41,1.5057401354634048,6.175552484369429,7.681292619832833
42,1.4295581883847261,6.4564708736146175,7.886029061999343
43,1.226856218861494,8.137145284776446,9.36400150363794
44,1.2835500351243114,6.382072460033208,7.665622495157519
45,1.4102787929318985,5.728412928121249,7.1386917210531475
